Date,Open,High,Low,Close,Adj Close,Volume,year,month,day
2023-10-22,29918.654297,30199.433594,29720.3125,29993.896484,29993.896484,10446520040,2023,10,22
2023-10-23,30140.685547,34370.4375,30097.828125,33086.234375,33086.234375,38363572311,2023,10,23
2023-10-24,33077.304688,35150.433594,32880.761719,33901.527344,33901.527344,44934999645,2023,10,24
2023-10-25,33916.042969,35133.757813,33709.109375,34502.820313,34502.820313,25254318008,2023,10,25
2023-10-26,34504.289063,34832.910156,33762.324219,34156.648438,34156.648438,19427195376,2023,10,26
2023-10-27,34156.5,34238.210938,33416.886719,33909.800781,33909.800781,16418032871,2023,10,27
2023-10-28,33907.722656,34399.390625,33874.804688,34089.574219,34089.574219,10160330825,2023,10,28
2023-10-29,34089.371094,34743.261719,33947.566406,34538.480469,34538.480469,11160323986,2023,10,29
2023-10-30,34531.742188,34843.933594,34110.972656,34502.363281,34502.363281,17184860315,2023,10,30
2023-10-31,34500.078125,34719.253906,34083.308594,34667.78125,34667.78125,15758270810,2023,10,31
2023-11-01,34657.273438,35527.929688,34170.691406,35437.253906,35437.253906,22446272005,2023,11,1
2023-11-02,35441.578125,35919.84375,34401.574219,34938.242188,34938.242188,20998158544,2023,11,2
2023-11-03,34942.472656,34942.472656,34133.441406,34732.324219,34732.324219,17158456701,2023,11,3
2023-11-04,34736.324219,35256.03125,34616.691406,35082.195313,35082.195313,9561294264,2023,11,4
2023-11-05,35090.011719,35340.339844,34594.242188,35049.355469,35049.355469,12412743996,2023,11,5
2023-11-06,35044.789063,35286.027344,34765.363281,35037.371094,35037.371094,12693436420,2023,11,6
2023-11-07,35047.792969,35892.417969,34545.816406,35443.5625,35443.5625,18834737789,2023,11,7
2023-11-08,35419.476563,35994.417969,35147.800781,35655.277344,35655.277344,17295394918,2023,11,8
2023-11-09,35633.632813,37926.257813,35592.101563,36693.125,36693.125,37762672382,2023,11,9
2023-11-10,36702.25,37493.800781,36362.753906,37313.96875,37313.96875,22711265155,2023,11,10
2023-11-11,37310.070313,37407.09375,36773.667969,37138.050781,37138.050781,13924272142,2023,11,11
2023-11-12,37133.992188,37227.691406,36779.117188,37054.519531,37054.519531,11545715999,2023,11,12
2023-11-13,37070.304688,37405.117188,36399.605469,36502.355469,36502.355469,19057712790,2023,11,13
2023-11-14,36491.789063,36753.351563,34948.5,35537.640625,35537.640625,23857403554,2023,11,14
2023-11-15,35548.113281,37964.894531,35383.78125,37880.582031,37880.582031,27365821679,2023,11,15
2023-11-16,37879.980469,37934.625,35545.472656,36154.769531,36154.769531,26007385366,2023,11,16
2023-11-17,36164.824219,36704.484375,35901.234375,36596.683594,36596.683594,22445028430,2023,11,17
2023-11-18,36625.371094,36839.28125,36233.3125,36585.703125,36585.703125,11886022717,2023,11,18
2023-11-19,36585.765625,37509.355469,36414.597656,37386.546875,37386.546875,12915986553,2023,11,19
2023-11-20,37374.074219,37756.820313,36882.53125,37476.957031,37476.957031,20888209068,2023,11,20
2023-11-21,37469.160156,37631.140625,35813.8125,35813.8125,35813.8125,25172163756,2023,11,21
2023-11-22,35756.554688,37856.980469,35670.972656,37432.339844,37432.339844,24397247860,2023,11,22
2023-11-23,37420.433594,37643.917969,36923.863281,37289.621094,37289.621094,14214948217,2023,11,23
2023-11-24,37296.316406,38415.339844,37261.605469,37720.28125,37720.28125,22922957823,2023,11,24
2023-11-25,37721.414063,37892.429688,37617.417969,37796.792969,37796.792969,9099571165,2023,11,25
2023-11-26,37796.828125,37820.300781,37162.75,37479.121094,37479.121094,13744796068,2023,11,26
2023-11-27,37454.191406,37559.355469,36750.128906,37254.167969,37254.167969,19002925720,2023,11,27
2023-11-28,37247.992188,38368.480469,36891.089844,37831.085938,37831.085938,21696137014,2023,11,28
2023-11-29,37826.105469,38366.113281,37612.632813,37858.492188,37858.492188,20728546658,2023,11,29
2023-11-30,37861.117188,38141.753906,37531.140625,37712.746094,37712.746094,18115982627,2023,11,30
2023-12-01,37718.007813,38954.109375,37629.359375,38688.75,38688.75,23512784002,2023,12,1
2023-12-02,38689.277344,39678.9375,38652.59375,39476.332031,39476.332031,15534035612,2023,12,2
2023-12-03,39472.207031,40135.605469,39298.164063,39978.390625,39978.390625,15769696322,2023,12,3
2023-12-04,39978.628906,42371.75,39978.628906,41980.097656,41980.097656,39856129827,2023,12,4
2023-12-05,41986.265625,44408.664063,41421.148438,44080.648438,44080.648438,36312154535,2023,12,5
2023-12-06,44080.023438,44265.769531,43478.082031,43746.445313,43746.445313,29909761586,2023,12,6
2023-12-07,43769.132813,44042.589844,42880.648438,43292.664063,43292.664063,27635760671,2023,12,7
2023-12-08,43293.136719,44705.515625,43125.296875,44166.601563,44166.601563,24421116687,2023,12,8
2023-12-09,44180.019531,44361.257813,43627.597656,43725.984375,43725.984375,17368210171,2023,12,9
2023-12-10,43728.382813,44034.625,43593.285156,43779.699219,43779.699219,13000481418,2023,12,10
2023-12-11,43792.019531,43808.375,40234.578125,41243.832031,41243.832031,40632672038,2023,12,11
2023-12-12,41238.734375,42048.304688,40667.5625,41450.222656,41450.222656,24779520132,2023,12,12
2023-12-13,41468.464844,43429.78125,40676.867188,42890.742188,42890.742188,26797884674,2023,12,13
2023-12-14,42884.261719,43390.859375,41767.089844,43023.972656,43023.972656,25578530178,2023,12,14
2023-12-15,43028.25,43087.824219,41692.96875,41929.757813,41929.757813,19639442462,2023,12,15
2023-12-16,41937.742188,42664.945313,41723.113281,42240.117188,42240.117188,14386729590,2023,12,16
2023-12-17,42236.109375,42359.496094,41274.542969,41364.664063,41364.664063,16678702876,2023,12,17
2023-12-18,41348.203125,42720.296875,40530.257813,42623.539063,42623.539063,25224642008,2023,12,18
2023-12-19,42641.511719,43354.296875,41826.335938,42270.527344,42270.527344,23171001281,2023,12,19
2023-12-20,42261.300781,44275.585938,42223.816406,43652.25,43652.25,27868908174,2023,12,20
2023-12-21,43648.125,44240.667969,43330.050781,43869.152344,43869.152344,22452766169,2023,12,21
2023-12-22,43868.988281,44367.957031,43441.96875,43997.902344,43997.902344,21028503216,2023,12,22
2023-12-23,44012.199219,44015.699219,43351.355469,43739.542969,43739.542969,13507796558,2023,12,23
2023-12-24,43728.367188,43945.523438,42786.917969,43016.117188,43016.117188,18830554085,2023,12,24
2023-12-25,43010.574219,43765.09375,42765.769531,43613.140625,43613.140625,21115795370,2023,12,25
2023-12-26,43599.847656,43603.175781,41676.488281,42520.402344,42520.402344,30026850982,2023,12,26
2023-12-27,42518.46875,43683.160156,42167.582031,43442.855469,43442.855469,25260941032,2023,12,27
2023-12-28,43468.199219,43804.78125,42318.550781,42627.855469,42627.855469,22992093014,2023,12,28
2023-12-29,42614.644531,43124.324219,41424.0625,42099.402344,42099.402344,26000021055,2023,12,29
2023-12-30,42091.753906,42584.125,41556.226563,42156.902344,42156.902344,16013925945,2023,12,30
2023-12-31,42152.097656,42860.9375,41998.253906,42265.1875,42265.1875,16397498810,2023,12,31
